depth	min	max	median	mean
21.5	15	484	302	283
22.5	28	513	319	303
23.5	45	541	337	324
24.5	62	565	356	344
25.5	81	593	376	365
26.5	99	620	395	385
27.5	119	646	415	405
28.5	138	675	436	426
29.5	158	700	457	446
30.5	178	729	477	467
31.5	196	755	497	488
32.5	215	778	516	509
33.5	230	801	536	529
34.5	244	828	555	550
35.5	261	854	576	570
36.5	279	878	597	591
37.5	296	902	617	612
38.5	313	927	638	633
39.5	333	950	658	654
40.5	353	976	677	674
41.5	372	1001	699	695
42.5	392	1029	721	716
43.5	412	1056	741	738
44.5	433	1078	762	759
45.5	452	1102	784	779
46.5	473	1126	803	800
47.5	491	1147	823	821
48.5	510	1170	842	841
49.5	529	1193	862	862
50.5	548	1221	884	883
51.5	567	1248	906	904
52.5	584	1272	927	925
53.5	603	1298	947	946
54.5	626	1318	969	967
55.5	643	1339	989	988
56.5	662	1363	1011	1009
57.5	680	1387	1030	1029
58.5	696	1411	1052	1050
59.5	712	1433	1071	1070
60.5	730	1456	1091	1090
61.5	748	1477	1111	1111
62.5	773	1502	1131	1132
63.5	793	1523	1152	1153
64.5	809	1542	1174	1173
65.5	827	1564	1196	1194
66.5	848	1589	1216	1215
67.5	868	1614	1236	1235
68.5	886	1639	1257	1256
69.5	904	1664	1277	1277
70.5	920	1687	1298	1297
71.5	938	1709	1319	1318
72.5	955	1727	1338	1338
73.5	979	1750	1360	1359
74.5	999	1774	1381	1380
75.5	1017	1798	1401	1401
76.5	1037	1823	1421	1422
77.5	1054	1850	1442	1443
78.5	1076	1876	1463	1464
79.5	1097	1899	1484	1485
80.5	1113	1920	1505	1506
81.5	1134	1940	1527	1527
82.5	1153	1963	1548	1548
83.5	1171	1988	1569	1569
84.5	1191	2009	1588	1589
85.5	1211	2033	1608	1609
86.5	1228	2057	1627	1630
87.5	1248	2081	1647	1650
88.5	1270	2104	1667	1672
89.5	1289	2128	1688	1693
90.5	1308	2148	1709	1713
91.5	1325	2169	1731	1734
92.5	1345	2191	1751	1754
93.5	1364	2213	1772	1775
94.5	1384	2235	1793	1796
95.5	1404	2258	1813	1817
96.5	1421	2282	1835	1837
97.5	1438	2312	1857	1858
98.5	1455	2325	1876	1880
99.5	1476	2346	1898	1901
100.5	1494	2370	1920	1921
101.5	1513	2387	1941	1942
102.5	1529	2408	1962	1963
103.5	1547	2431	1983	1984
104.5	1569	2458	2005	2005
105.5	1588	2482	2026	2026
106.5	1609	2503	2045	2046
107.5	1627	2527	2066	2067
108.5	1648	2550	2086	2088
109.5	1667	2572	2106	2108
110.5	1685	2595	2129	2129
111.5	1702	2612	2151	2150
112.5	1723	2639	2170	2171
113.5	1747	2660	2191	2192
114.5	1766	2681	2213	2213
115.5	1785	2701	2234	2234
116.5	1809	2724	2255	2255
117.5	1826	2748	2276	2276
118.5	1841	2772	2296	2297
119.5	1861	2797	2317	2318
120.5	1884	2817	2337	2339
121.5	1906	2834	2358	2360
122.5	1924	2854	2378	2381
123.5	1942	2873	2399	2401
124.5	1958	2897	2420	2422
125.5	1976	2920	2441	2442
126.5	1997	2943	2462	2463
127.5	2016	2964	2483	2483
128.5	2039	2983	2503	2504
129.5	2060	3007	2524	2525
130.5	2080	3030	2544	2545
131.5	2097	3051	2565	2566
132.5	2118	3072	2584	2586
133.5	2140	3096	2605	2606
134.5	2157	3118	2626	2627
135.5	2175	3136	2645	2647
136.5	2193	3157	2665	2668
137.5	2212	3179	2685	2689
138.5	2231	3203	2707	2710
139.5	2253	3226	2728	2731
140.5	2273	3245	2749	2752
141.5	2290	3268	2769	2773
142.5	2311	3289	2791	2794
143.5	2332	3307	2812	2814
144.5	2352	3328	2834	2835
145.5	2370	3351	2854	2856
146.5	2388	3374	2876	2877
147.5	2411	3395	2896	2897
148.5	2431	3414	2914	2918
149.5	2452	3436	2936	2938
150.5	2475	3454	2958	2959
151.5	2494	3478	2981	2980
152.5	2512	3501	3003	3002
153.5	2529	3523	3023	3023
154.5	2545	3543	3044	3044
155.5	2564	3564	3064	3065
156.5	2583	3586	3085	3086
157.5	2606	3608	3107	3106
158.5	2626	3635	3127	3127
159.5	2646	3655	3149	3148
160.5	2669	3674	3168	3168
161.5	2687	3695	3189	3189
162.5	2707	3717	3208	3210
163.5	2729	3736	3229	3230
164.5	2753	3757	3251	3251
165.5	2774	3780	3271	3272
166.5	2795	3807	3292	3293
167.5	2815	3827	3311	3314
168.5	2833	3847	3331	3334
169.5	2852	3868	3352	3355
170.5	2878	3891	3373	3376
171.5	2896	3915	3394	3396
172.5	2917	3936	3414	3416
173.5	2938	3961	3434	3437
174.5	2959	3981	3455	3458
175.5	2979	4002	3475	3479
176.5	2997	4021	3496	3500
177.5	3018	4039	3517	3520
178.5	3040	4063	3537	3541
179.5	3063	4085	3559	3562
180.5	3079	4105	3577	3583
181.5	3097	4126	3597	3603
182.5	3114	4145	3618	3624
183.5	3136	4165	3639	3644
184.5	3160	4185	3660	3665
185.5	3181	4207	3681	3686
186.5	3206	4229	3703	3706
187.5	3226	4250	3724	3727
188.5	3242	4270	3744	3748
189.5	3259	4294	3767	3768
190.5	3279	4315	3788	3790
191.5	3301	4339	3809	3810
192.5	3322	4358	3830	3831
193.5	3341	4380	3849	3851
194.5	3360	4397	3868	3872
195.5	3383	4419	3888	3892
196.5	3408	4438	3908	3912
197.5	3424	4459	3928	3933
198.5	3444	4482	3950	3954
199.5	3465	4502	3972	3975
200.5	3476	4522	3992	3996
201.5	3496	4541	4014	4016
202.5	3519	4562	4036	4037
203.5	3542	4581	4056	4058
204.5	3562	4605	4076	4079
205.5	3579	4625	4096	4100
206.5	3605	4648	4118	4120
207.5	3623	4669	4140	4141
208.5	3643	4685	4159	4162
209.5	3660	4701	4180	4183
210.5	3680	4726	4202	4204
211.5	3702	4746	4224	4225
212.5	3720	4765	4245	4245
213.5	3744	4788	4265	4266
214.5	3767	4811	4287	4287
215.5	3792	4834	4307	4307
216.5	3811	4857	4328	4328
217.5	3831	4877	4348	4348
218.5	3850	4894	4369	4369
219.5	3870	4918	4390	4389
220.5	3891	4941	4411	4410
221.5	3913	4962	4432	4431
222.5	3934	4982	4450	4451
223.5	3953	5000	4471	4472
224.5	3974	5023	4491	4492
225.5	3995	5042	4513	4513
226.5	4014	5060	4534	4534
227.5	4033	5081	4555	4555
228.5	4050	5100	4577	4576
229.5	4069	5122	4598	4597
230.5	4087	5145	4619	4618
231.5	4106	5165	4641	4639
232.5	4128	5186	4662	4660
233.5	4149	5210	4683	4681
234.5	4173	5230	4702	4702
235.5	4194	5248	4722	4722
236.5	4212	5273	4743	4743
237.5	4234	5292	4764	4763
238.5	4258	5317	4786	4785
239.5	4278	5339	4806	4806
240.5	4296	5356	4827	4827
241.5	4321	5377	4848	4848
242.5	4339	5398	4870	4868
243.5	4357	5417	4889	4889
244.5	4380	5441	4909	4910
245.5	4400	5463	4930	4930
246.5	4419	5487	4950	4951
247.5	4445	5507	4970	4972
248.5	4466	5530	4991	4993
249.5	4486	5550	5013	5014
250.5	4505	5572	5033	5034
251.5	4524	5593	5055	5055
252.5	4543	5611	5077	5076
253.5	4567	5629	5098	5097
254.5	4591	5653	5119	5118
255.5	4613	5677	5141	5139
256.5	4637	5695	5162	5160
257.5	4657	5717	5184	5181
258.5	4675	5737	5205	5202
259.5	4692	5759	5223	5222
260.5	4710	5783	5243	5243
261.5	4730	5804	5264	5264
262.5	4751	5826	5286	5285
263.5	4771	5849	5308	5306
264.5	4792	5866	5330	5327
265.5	4813	5885	5351	5347
266.5	4834	5908	5371	5368
267.5	4855	5931	5392	5388
268.5	4878	5946	5412	5409
269.5	4898	5970	5431	5429
270.5	4917	5984	5451	5449
271.5	4935	6008	5473	5470
272.5	4957	6028	5493	5491
273.5	4978	6050	5514	5512
274.5	5001	6074	5535	5533
275.5	5018	6094	5556	5554
276.5	5039	6116	5576	5574
277.5	5056	6137	5596	5595
278.5	5079	6157	5617	5616
279.5	5099	6173	5637	5636
280.5	5121	6190	5659	5656
281.5	5143	6217	5680	5677
282.5	5163	6241	5701	5697
283.5	5183	6257	5721	5718
284.5	5206	6274	5742	5739
285.5	5226	6292	5761	5759
286.5	5246	6313	5781	5780
287.5	5265	6334	5802	5800
288.5	5288	6353	5823	5821
289.5	5311	6373	5843	5842
290.5	5328	6400	5863	5863
291.5	5353	6421	5883	5884
292.5	5372	6438	5906	5904
293.5	5391	6456	5926	5925
294.5	5416	6481	5946	5946
295.5	5438	6504	5967	5967
296.5	5458	6526	5988	5987
297.5	5484	6542	6007	6008
298.5	5502	6562	6027	6028
299.5	5525	6580	6046	6049
300.5	5540	6604	6068	6069
301.5	5563	6622	6089	6090
302.5	5589	6640	6112	6110
303.5	5612	6662	6134	6131
304.5	5628	6683	6153	6152
305.5	5650	6707	6173	6173
306.5	5672	6728	6194	6194
307.5	5691	6747	6216	6215
308.5	5714	6768	6237	6236
309.5	5734	6787	6258	6258
310.5	5757	6810	6279	6279
311.5	5772	6832	6300	6300
312.5	5794	6853	6322	6321
313.5	5817	6874	6342	6342
314.5	5841	6899	6363	6363
315.5	5864	6919	6383	6384
316.5	5882	6935	6405	6404
317.5	5901	6951	6426	6425
318.5	5925	6972	6448	6446
319.5	5947	6994	6468	6466
320.5	5968	7016	6489	6487
321.5	5992	7036	6510	6508
322.5	6014	7054	6531	6529
323.5	6037	7074	6551	6549
324.5	6056	7092	6571	6570
325.5	6079	7110	6591	6590
326.5	6101	7130	6613	6611
327.5	6119	7150	6633	6631
328.5	6141	7169	6652	6651
329.5	6163	7190	6672	6672
330.5	6187	7209	6692	6692
331.5	6209	7227	6713	6713
332.5	6228	7247	6733	6734
333.5	6244	7268	6755	6755
334.5	6265	7288	6776	6776
335.5	6287	7311	6796	6797
336.5	6307	7328	6817	6818
337.5	6331	7348	6838	6839
338.5	6353	7368	6859	6860
339.5	6378	7388	6880	6880
340.5	6399	7407	6901	6901
341.5	6422	7429	6923	6922
342.5	6445	7445	6943	6943
343.5	6465	7467	6964	6964
344.5	6482	7489	6983	6985
