depth	min	max	median	mean
15.5	5252	6771	6125	6096
25.5	5480	6937	6328	6302
35.5	5752	7114	6557	6529
45.5	6036	7280	6793	6756
55.5	6310	7453	7022	6985
65.5	6704	7641	7283	7251
75.5	7099	7819	7546	7526
85.5	7573	7973	7789	7789
95.5	7727	8260	7970	7976
105.5	7872	8505	8156	8163
115.5	8024	8729	8341	8351
125.5	8193	8935	8534	8541
135.5	8364	9132	8719	8727
145.5	8552	9319	8907	8914
155.5	8753	9532	9092	9100
165.5	8966	9785	9278	9292
175.5	9199	10200	9603	9621
185.5	9460	10613	9963	9979
195.5	9748	10995	10316	10332
205.5	10060	11367	10676	10687
215.5	10378	11715	11047	11045
225.5	10718	12051	11408	11401
235.5	11071	12345	11778	11762
245.5	11491	12629	12154	12129
255.5	11903	12887	12521	12489
265.5	12446	13100	12854	12845
275.5	12693	13546	13136	13137
285.5	12919	13955	13403	13411
295.5	13112	14329	13676	13689
305.5	13327	14682	13955	13967
315.5	13517	15019	14240	14247
325.5	13724	15359	14518	14528
335.5	13926	15673	14803	14806
345.5	14163	15983	15089	15085
355.5	14392	16301	15375	15364
365.5	14597	16612	15661	15644
375.5	14817	16918	15944	15923
385.5	15027	17222	16226	16198
395.5	15245	17499	16510	16474
405.5	15463	17799	16796	16755
415.5	15680	18067	17086	17029
425.5	15900	18343	17383	17309
435.5	16122	18624	17668	17585
445.5	16320	18895	17963	17864
455.5	16553	19166	18259	18145
465.5	16768	19430	18539	18417
475.5	16981	19679	18821	18687
485.5	17198	19937	19114	18964
495.5	17390	20174	19349	19193
