depth	min	max	median	mean
27	1492	2315	1714	1837
28	1536	2359	1759	1881
29	1580	2403	1803	1926
30	1624	2447	1847	1970
31	1668	2491	1891	2014
32	1712	2535	1935	2058
33	1756	2580	1978	2102
34	1800	2624	2022	2146
35	1844	2668	2067	2191
36	1889	2712	2111	2235
37	1933	2756	2155	2279
38	1978	2801	2200	2323
39	2022	2846	2245	2368
40	2067	2890	2289	2412
41	2111	2935	2334	2457
42	2156	2980	2379	2501
43	2200	3024	2423	2546
44	2245	3069	2468	2590
45	2289	3114	2512	2635
46	2334	3158	2557	2679
47	2378	3203	2601	2724
48	2423	3248	2645	2769
49	2468	3293	2690	2813
50	2513	3338	2735	2858
51	2558	3383	2780	2903
52	2603	3428	2825	2948
53	2648	3472	2869	2992
54	2692	3516	2914	3037
55	2737	3561	2958	3082
56	2782	3605	3002	3127
57	2827	3650	3047	3172
58	2872	3695	3093	3217
59	2917	3740	3138	3262
60	2962	3785	3184	3307
61	3007	3830	3229	3352
62	3053	3874	3275	3397
63	3098	3919	3320	3442
64	3143	3964	3365	3487
65	3188	4009	3410	3533
66	3233	4054	3456	3578
67	3277	4099	3501	3623
68	3323	4145	3546	3668
69	3369	4190	3591	3714
70	3414	4236	3636	3759
71	3460	4282	3681	3805
72	3506	4327	3727	3850
73	3551	4373	3772	3896
74	3597	4418	3817	3941
75	3643	4464	3862	3986
76	3688	4510	3907	4032
77	3734	4555	3952	4077
78	3780	4601	3998	4123
79	3826	4647	4043	4169
80	3872	4693	4088	4215
81	3917	4739	4134	4260
82	3963	4785	4179	4306
83	4009	4831	4225	4352
84	4055	4876	4271	4398
85	4101	4922	4317	4443
86	4147	4967	4363	4489
87	4193	5013	4408	4535
88	4239	5059	4454	4581
89	4284	5105	4500	4627
90	4330	5151	4546	4673
91	4376	5197	4592	4719
92	4422	5243	4638	4765
93	4468	5289	4683	4811
94	4514	5334	4729	4857
95	4560	5380	4775	4903
96	4605	5426	4821	4949
97	4651	5472	4867	4995
98	4697	5519	4913	5042
99	4743	5566	4960	5088
100	4790	5612	5007	5134
101	4837	5658	5053	5181
102	4883	5704	5099	5227
103	4929	5751	5146	5273
104	4975	5798	5192	5320
105	5021	5844	5238	5366
106	5067	5891	5284	5412
107	5113	5938	5330	5459
108	5160	5985	5377	5505
109	5206	6031	5424	5552
110	5253	6077	5470	5599
111	5299	6125	5516	5645
112	5346	6172	5562	5692
113	5392	6218	5609	5738
114	5439	6266	5656	5785
115	5486	6313	5702	5832
116	5532	6360	5749	5878
117	5579	6407	5796	5925
118	5626	6454	5842	5972
119	5673	6501	5889	6019
120	5720	6548	5936	6065
121	5767	6596	5983	6112
122	5814	6643	6029	6159
123	5861	6690	6076	6206
124	5908	6737	6123	6253
125	5955	6785	6169	6300
126	6002	6832	6216	6347
127	6049	6879	6263	6394
128	6097	6926	6310	6441
129	6145	6974	6357	6488
130	6192	7021	6405	6535
131	6239	7068	6452	6582
132	6286	7116	6499	6630
133	6333	7163	6546	6677
134	6380	7210	6593	6724
135	6428	7258	6640	6771
136	6475	7306	6687	6818
137	6522	7354	6734	6866
138	6569	7402	6782	6913
139	6617	7450	6830	6961
140	6664	7498	6877	7008
141	6711	7546	6925	7055
142	6758	7594	6972	7103
143	6806	7643	7020	7150
144	6853	7691	7068	7198
145	6901	7739	7115	7245
146	6948	7787	7162	7293
147	6996	7835	7210	7340
148	7044	7883	7257	7388
149	7092	7931	7305	7436
150	7139	7979	7353	7484
151	7186	8027	7401	7531
152	7234	8075	7449	7579
153	7281	8122	7497	7627
154	7328	8170	7544	7675
155	7376	8218	7592	7722
156	7423	8267	7640	7770
157	7470	8316	7688	7818
158	7518	8364	7737	7866
159	7566	8413	7785	7914
160	7614	8462	7834	7962
161	7663	8510	7882	8010
162	7711	8559	7930	8059
163	7759	8607	7979	8107
164	7807	8655	8027	8155
165	7854	8703	8075	8203
166	7902	8751	8123	8251
167	7950	8799	8171	8299
168	7998	8848	8219	8348
169	8046	8896	8267	8396
170	8095	8945	8316	8445
171	8143	8994	8364	8493
172	8192	9043	8413	8542
173	8240	9092	8461	8590
174	8288	9140	8510	8639
175	8336	9188	8559	8687
176	8384	9237	8608	8736
177	8432	9286	8656	8784
178	8481	9335	8705	8833
179	8530	9384	8754	8882
180	8578	9434	8802	8930
181	8627	9483	8852	8979
182	8675	9532	8900	9028
183	8724	9581	8949	9077
184	8773	9631	8998	9126
185	8821	9680	9047	9174
186	8870	9729	9096	9223
187	8919	9778	9145	9272
188	8968	9828	9194	9321
189	9017	9878	9244	9370
190	9066	9927	9293	9419
191	9116	9977	9342	9468
192	9165	10026	9391	9518
193	9214	10076	9440	9567
194	9263	10126	9490	9616
195	9312	10176	9539	9665
196	9361	10225	9589	9714
197	9410	10275	9638	9763
198	9459	10325	9687	9813
199	9508	10376	9736	9862
200	9558	10425	9786	9911
201	9607	10475	9835	9961
202	9657	10524	9884	10010
203	9706	10574	9933	10060
204	9755	10623	9982	10109
205	9804	10673	10032	10159
206	9853	10723	10082	10208
207	9901	10773	10131	10257
208	9951	10823	10181	10307
209	10000	10873	10231	10357
210	10049	10923	10281	10406
211	10099	10974	10330	10456
212	10148	11024	10380	10505
213	10198	11074	10430	10555
214	10247	11124	10480	10605
215	10297	11175	10530	10654
216	10346	11225	10579	10704
217	10396	11275	10629	10753
218	10446	11325	10679	10803
