depth	min	max	median	mean
15.5	783	1938	1274	1283
25.5	1251	2139	1466	1510
35.5	1556	2956	2005	2067
45.5	2003	3473	2835	2799
55.5	3279	3888	3563	3564
65.5	3750	7243	5045	5204
75.5	4726	7766	6761	6606
85.5	6756	8051	7854	7789
95.5	7042	8393	8021	7982
105.5	7298	8607	8188	8158
115.5	7547	8814	8357	8334
125.5	7876	9000	8533	8516
135.5	8105	9159	8709	8693
145.5	8353	9312	8886	8870
155.5	8579	9450	9054	9047
165.5	8858	9584	9234	9236
175.5	9091	10101	9515	9537
185.5	9300	10685	9875	9909
195.5	9555	11185	10268	10298
205.5	9845	11587	10653	10678
215.5	10151	11976	11059	11058
225.5	10532	12321	11454	11446
235.5	10909	12598	11852	11825
245.5	11307	12846	12246	12201
255.5	11840	13075	12635	12592
265.5	12594	13257	12967	12957
275.5	12979	13731	13281	13297
285.5	13122	14284	13555	13594
295.5	13281	14768	13856	13900
305.5	13477	15197	14162	14207
315.5	13687	15573	14469	14510
325.5	13893	15908	14773	14810
335.5	14128	16241	15085	15114
345.5	14392	16550	15388	15415
355.5	14663	16875	15695	15715
365.5	14912	17192	15993	16013
375.5	15165	17534	16311	16319
385.5	15411	17837	16614	16614
395.5	15732	18097	16914	16917
405.5	16036	18390	17233	17221
415.5	16329	18678	17541	17524
425.5	16612	18948	17847	17827
435.5	16912	19192	18156	18127
445.5	17238	19459	18460	18429
455.5	17535	19699	18774	18735
465.5	17851	19932	19075	19030
475.5	18212	20148	19382	19331
485.5	18575	20341	19683	19624
495.5	18930	20582	19979	19909
