depth	min	max	median	mean
27	2878	3627	3430	3423
28	2914	3663	3466	3459
29	2951	3699	3502	3495
30	2987	3735	3538	3531
31	3023	3772	3575	3568
32	3060	3808	3612	3604
33	3096	3844	3649	3640
34	3133	3881	3686	3676
35	3170	3917	3723	3713
36	3206	3953	3760	3749
37	3243	3989	3797	3786
38	3280	4024	3834	3822
39	3317	4061	3871	3859
40	3354	4098	3908	3895
41	3391	4135	3945	3932
42	3428	4172	3982	3968
43	3465	4209	4019	4005
44	3502	4246	4055	4042
45	3539	4283	4092	4078
46	3576	4319	4129	4115
47	3613	4356	4166	4152
48	3650	4394	4203	4189
49	3688	4431	4241	4225
50	3725	4468	4278	4262
51	3762	4505	4315	4299
52	3800	4542	4353	4336
53	3837	4579	4390	4373
54	3875	4617	4428	4410
55	3912	4654	4465	4447
56	3950	4692	4503	4484
57	3987	4729	4540	4521
58	4025	4766	4577	4558
59	4063	4803	4615	4595
60	4100	4840	4652	4632
61	4138	4876	4688	4669
62	4175	4913	4725	4706
63	4213	4950	4763	4744
64	4250	4987	4800	4781
65	4287	5024	4837	4818
66	4325	5061	4874	4855
67	4362	5098	4911	4893
68	4399	5135	4948	4930
69	4436	5172	4985	4967
70	4473	5209	5023	5005
71	4511	5246	5060	5042
72	4548	5284	5097	5079
73	4585	5322	5135	5117
74	4623	5360	5172	5154
75	4660	5398	5209	5192
76	4698	5435	5247	5229
77	4735	5473	5284	5267
78	4773	5511	5322	5304
79	4810	5548	5360	5342
80	4848	5586	5398	5380
81	4886	5624	5436	5417
82	4924	5661	5473	5455
83	4961	5699	5511	5492
84	4999	5736	5548	5530
85	5036	5774	5586	5568
86	5074	5811	5623	5606
87	5111	5849	5660	5643
88	5149	5886	5698	5681
89	5187	5924	5735	5719
90	5224	5962	5772	5757
91	5262	6000	5810	5795
92	5300	6037	5847	5833
93	5338	6075	5884	5871
94	5376	6113	5922	5909
95	5414	6150	5960	5947
96	5452	6188	5997	5985
97	5490	6226	6035	6023
98	5528	6263	6073	6061
99	5567	6301	6112	6099
100	5605	6339	6150	6137
101	5643	6377	6188	6175
102	5681	6414	6226	6213
103	5720	6452	6265	6252
104	5758	6489	6304	6290
105	5797	6527	6342	6328
106	5836	6566	6381	6366
107	5874	6604	6419	6405
108	5913	6642	6458	6443
109	5952	6680	6496	6482
110	5991	6718	6534	6520
111	6030	6756	6572	6559
112	6069	6794	6610	6597
113	6107	6832	6648	6635
114	6146	6870	6686	6674
115	6184	6908	6725	6712
116	6223	6946	6763	6751
117	6261	6985	6801	6789
118	6299	7023	6840	6828
119	6337	7061	6878	6866
120	6375	7100	6916	6905
121	6413	7138	6955	6943
122	6451	7177	6993	6982
123	6490	7215	7031	7020
124	6528	7254	7070	7059
125	6566	7293	7108	7097
126	6605	7332	7146	7136
127	6643	7370	7184	7175
128	6681	7408	7223	7213
129	6720	7447	7261	7252
130	6758	7486	7300	7290
131	6796	7525	7338	7329
132	6835	7564	7377	7368
133	6873	7603	7415	7407
134	6912	7642	7454	7445
135	6950	7681	7492	7484
136	6989	7720	7531	7523
137	7027	7759	7570	7562
138	7066	7798	7608	7601
139	7105	7837	7647	7640
140	7144	7876	7686	7679
141	7183	7915	7725	7718
142	7222	7955	7764	7756
143	7261	7994	7803	7796
144	7300	8034	7841	7835
145	7339	8073	7880	7874
146	7378	8113	7920	7913
147	7417	8152	7959	7952
148	7456	8191	7998	7991
149	7495	8231	8037	8030
150	7534	8270	8076	8070
151	7574	8309	8115	8109
152	7613	8348	8154	8148
153	7652	8388	8194	8187
154	7691	8427	8233	8227
155	7729	8466	8272	8266
156	7768	8506	8312	8306
157	7807	8545	8351	8345
158	7846	8585	8392	8385
159	7886	8624	8431	8424
160	7925	8663	8472	8464
161	7964	8703	8511	8504
162	8003	8742	8551	8543
163	8043	8782	8591	8583
164	8082	8822	8630	8623
165	8122	8861	8670	8663
166	8161	8901	8710	8703
167	8201	8941	8749	8743
168	8241	8981	8789	8783
169	8280	9021	8829	8823
170	8320	9061	8869	8863
171	8360	9101	8910	8903
172	8400	9141	8949	8943
173	8440	9181	8990	8983
174	8480	9221	9030	9023
175	8520	9262	9071	9064
176	8561	9302	9111	9104
177	8601	9342	9152	9144
178	8641	9383	9192	9184
179	8681	9424	9233	9225
180	8722	9464	9273	9265
181	8762	9505	9313	9306
182	8802	9546	9354	9346
183	8843	9587	9394	9387
184	8883	9627	9435	9427
185	8924	9668	9475	9468
186	8964	9709	9516	9509
187	9005	9750	9556	9549
188	9047	9791	9597	9590
189	9088	9833	9637	9631
190	9130	9874	9678	9672
191	9172	9915	9719	9713
192	9213	9957	9760	9753
193	9255	9998	9801	9795
194	9297	10040	9842	9836
195	9339	10081	9883	9877
196	9381	10123	9924	9918
197	9423	10164	9965	9959
198	9464	10206	10007	10000
199	9506	10248	10048	10041
200	9548	10289	10090	10083
201	9590	10330	10132	10124
202	9632	10371	10174	10165
203	9674	10412	10216	10206
204	9716	10453	10257	10248
205	9758	10494	10299	10289
206	9800	10535	10340	10331
207	9842	10576	10381	10372
208	9884	10617	10423	10414
209	9926	10659	10464	10455
210	9968	10701	10506	10497
211	10010	10742	10547	10539
212	10052	10783	10588	10580
213	10094	10825	10630	10622
214	10137	10866	10672	10664
215	10179	10908	10714	10705
216	10221	10950	10756	10747
217	10263	10991	10798	10789
218	10305	11033	10840	10831
219	10348	11075	10882	10873
220	10390	11117	10924	10914
221	10432	11159	10966	10956
222	10474	11201	11008	10998
223	10516	11242	11051	11040
224	10558	11284	11093	11082
225	10599	11326	11135	11124
226	10641	11367	11177	11166
227	10682	11409	11220	11208
228	10724	11451	11262	11250
229	10766	11493	11305	11292
230	10808	11535	11347	11334
231	10850	11577	11390	11377
232	10892	11619	11432	11419
233	10935	11662	11474	11461
234	10977	11704	11516	11503
235	11019	11747	11559	11546
236	11062	11789	11601	11588
237	11104	11832	11644	11630
238	11147	11874	11686	11673
239	11189	11916	11729	11715
240	11232	11959	11772	11758
241	11274	12001	11814	11801
242	11317	12043	11857	11843
243	11360	12086	11900	11886
244	11403	12129	11943	11929
245	11446	12172	11985	11972
246	11489	12214	12028	12015
247	11532	12257	12071	12057
248	11575	12300	12114	12101
249	11619	12343	12157	12144
250	11662	12386	12200	12187
251	11705	12429	12243	12230
252	11749	12472	12287	12273
253	11792	12515	12330	12317
254	11836	12559	12373	12360
255	11880	12602	12417	12404
256	11924	12645	12460	12447
257	11968	12689	12504	12490
258	12012	12732	12547	12534
259	12056	12776	12591	12578
260	12100	12819	12635	12622
261	12144	12863	12678	12665
262	12188	12906	12722	12709
263	12232	12950	12766	12753
264	12277	12994	12810	12797
265	12321	13038	12854	12841
266	12366	13082	12898	12885
267	12410	13126	12942	12929
268	12454	13170	12986	12974
269	12499	13215	13031	13018
270	12543	13259	13075	13062
271	12588	13303	13120	13107
272	12632	13348	13164	13151
273	12677	13393	13209	13196
274	12722	13437	13254	13241
275	12766	13482	13298	13285
276	12811	13527	13343	13330
277	12856	13572	13388	13375
278	12901	13617	13433	13420
279	12946	13662	13478	13465
280	12992	13707	13523	13510
281	13037	13753	13568	13555
282	13082	13798	13613	13600
283	13127	13844	13658	13646
284	13173	13889	13704	13691
285	13218	13935	13749	13736
286	13263	13981	13794	13782
287	13309	14026	13840	13827
288	13354	14072	13885	13873
289	13400	14118	13931	13918
290	13446	14164	13977	13964
291	13491	14210	14023	14010
292	13537	14256	14068	14056
293	13583	14302	14115	14102
294	13629	14348	14161	14148
295	13675	14395	14207	14194
296	13721	14441	14253	14240
297	13767	14487	14299	14286
298	13814	14534	14345	14333
299	13860	14580	14392	14379
300	13907	14627	14438	14425
301	13953	14673	14485	14472
302	14000	14720	14531	14518
303	14047	14767	14578	14565
304	14094	14813	14625	14612
305	14141	14860	14671	14659
306	14188	14907	14718	14706
307	14235	14953	14765	14752
308	14282	15001	14812	14800
309	14329	15048	14860	14847
310	14376	15095	14907	14894
311	14424	15142	14954	14941
312	14471	15189	15001	14988
313	14519	15237	15048	15036
314	14566	15285	15096	15083
315	14614	15332	15143	15131
316	14661	15379	15191	15179
317	14709	15427	15238	15226
318	14757	15475	15286	15274
319	14805	15523	15334	15322
320	14853	15570	15382	15370
321	14900	15618	15430	15418
322	14948	15666	15478	15466
323	14997	15714	15526	15514
324	15045	15763	15575	15562
325	15093	15811	15623	15610
326	15141	15859	15671	15659
327	15189	15907	15719	15707
328	15238	15956	15768	15756
329	15286	16004	15816	15804
330	15335	16053	15865	15853
331	15384	16101	15913	15901
332	15432	16150	15962	15950
333	15481	16199	16011	15999
334	15530	16248	16060	16048
335	15579	16297	16109	16097
336	15628	16345	16158	16146
337	15676	16394	16207	16195
338	15726	16444	16257	16244
339	15775	16493	16306	16294
340	15824	16542	16355	16343
341	15873	16592	16405	16392
342	15922	16641	16454	16441
343	15972	16691	16504	16491
344	16022	16740	16553	16541
345	16071	16789	16603	16590
346	16121	16839	16653	16640
347	16170	16888	16702	16689
348	16221	16938	16752	16739
349	16271	16988	16802	16789
350	16321	17038	16852	16839
351	16371	17087	16902	16888
352	16421	17137	16951	16938
353	16471	17187	17002	16988
354	16520	17236	17052	17038
355	16570	17286	17102	17088
356	16620	17336	17152	17139
357	16669	17386	17202	17189
358	16719	17436	17252	17239
359	16769	17486	17302	17289
360	16819	17537	17352	17339
361	16869	17587	17402	17390
362	16919	17637	17453	17440
363	16970	17687	17503	17491
364	17020	17738	17554	17541
365	17070	17788	17604	17592
366	17121	17839	17654	17642
367	17171	17889	17705	17693
368	17222	17940	17755	17743
369	17272	17990	17806	17794
370	17323	18041	17857	17845
371	17374	18091	17907	17896
372	17425	18141	17958	17947
373	17476	18192	18010	17998
374	17527	18243	18061	18049
