depth	min	max	median	mean
15.5	-573	593	-307	-268
25.5	1135	1532	1298	1304
35.5	2141	3107	2905	2875
45.5	2873	4775	4520	4446
46.999999	2984	5031	4763	4682
47	2984	5031	4763	4682
55.5	3600	8067	7466	7294
65.5	4377	8125	7667	7522
75.5	5207	8189	7874	7750
85.5	6029	8289	8077	7978
95.5	6844	8517	8279	8206
105.5	7611	8882	8471	8434
115.5	8104	9276	8666	8656
125.5	8302	9314	8781	8777
135.5	8476	9370	8899	8899
145.5	8635	9443	9019	9020
155.5	8766	9533	9138	9141
165.5	8901	9670	9264	9266
175.5	9090	9884	9472	9476
185.5	9217	10257	9670	9686
195.5	9318	10729	9857	9896
205.5	9394	11217	10042	10106
215.5	9465	11716	10239	10316
219.999999	9488	11940	10324	10410
220	9488	11940	10324	10410
225.5	10899	13361	12608	12488
235.5	11393	13404	12770	12679
245.5	11895	13454	12936	12870
255.5	12388	13515	13096	13061
265.5	12867	13577	13258	13252
275.5	13184	13711	13436	13443
285.5	13320	14071	13619	13634
295.5	13381	14519	13777	13825
305.5	13431	15006	13940	14016
315.5	13483	15480	14104	14209
325.5	13655	15759	14348	14446
335.5	13780	16114	14593	14683
345.5	13880	16524	14832	14920
355.5	13959	16959	15063	15157
365.5	14042	17454	15287	15394
375.5	14110	17943	15503	15630
385.5	14176	18480	15723	15867
389.999999	14208	18717	15828	15974
390	14208	18717	15828	15974
395.5	15661	20457	18791	18599
405.5	16157	20509	18957	18790
415.5	16621	20567	19130	18981
425.5	17104	20640	19307	19171
435.5	17480	20713	19475	19362
445.5	17739	20786	19659	19553
455.5	17969	20889	19856	19743
465.5	18222	21045	20044	19934
475.5	18778	21119	20200	20129
485.5	19285	21201	20353	20324
495.5	19736	21297	20523	20518
