depth	min	max	median	mean
15.5	632	1613	1204	1175
25.5	1289	1787	1463	1479
35.5	1503	2289	1776	1807
45.5	2341	2872	2578	2586
55.5	3112	3775	3432	3432
65.5	5127	5864	5597	5564
75.5	6812	8087	7680	7608
85.5	7684	8187	7971	7965
95.5	7961	8800	8289	8311
105.5	8069	8911	8438	8454
115.5	8140	9123	8577	8596
125.5	8266	9220	8730	8733
135.5	8363	9404	8871	8870
145.5	8553	9481	9010	9013
155.5	8691	9618	9157	9157
165.5	8965	9707	9318	9326
175.5	9112	9904	9497	9507
185.5	9318	10646	9869	9893
195.5	9440	11586	10193	10279
205.5	9714	11883	10628	10675
215.5	9896	12468	11024	11071
225.5	10252	12666	11457	11453
235.5	10526	12996	11873	11837
245.5	11105	13123	12291	12231
255.5	11409	13361	12718	12625
265.5	12372	13456	13038	13002
275.5	13109	13654	13370	13377
285.5	13280	14346	13656	13693
295.5	13361	15204	13911	14008
305.5	13523	15516	14250	14322
315.5	13639	16086	14551	14635
325.5	13872	16401	14879	14936
335.5	14017	16825	15169	15238
345.5	14264	17092	15479	15536
355.5	14450	17491	15781	15836
365.5	14712	17741	16104	16143
375.5	14901	18098	16431	16450
385.5	15241	18349	16758	16767
395.5	15440	18691	17087	17085
405.5	15797	18916	17413	17395
415.5	16043	19243	17725	17706
425.5	16439	19435	18059	18016
435.5	16718	19748	18374	18326
445.5	17088	19911	18691	18641
455.5	17385	20189	19010	18955
465.5	17902	20336	19318	19267
475.5	18247	20560	19649	19579
485.5	18893	20667	19936	19893
495.5	19298	20908	20245	20204
