depth	min	max	median	mean
21.5	11	473	278	252
22.5	23	487	289	266
23.5	32	500	299	280
24.5	42	518	311	294
25.5	52	537	321	308
26.5	62	561	332	322
27.5	71	588	344	336
28.5	76	616	356	350
29.5	84	647	370	364
30.5	94	675	380	378
31.5	100	710	393	392
32.5	108	744	404	406
33.5	114	778	415	419
34.5	118	811	427	433
35.5	122	849	438	447
36.5	127	883	449	461
37.5	131	918	458	475
38.5	137	952	469	489
39.5	145	995	480	503
40.5	151	1029	491	517
41.5	159	1053	504	531
42.5	169	1062	521	545
43.5	180	1076	535	558
44.5	192	1094	552	572
45.5	204	1113	567	586
46.5	213	1133	579	600
47.5	218	1143	593	613
48.5	228	1158	611	627
49.5	233	1178	623	641
50.5	237	1200	634	655
51.5	247	1225	646	668
52.5	256	1250	659	682
53.5	258	1270	675	696
54.5	267	1296	687	710
55.5	273	1309	693	724
56.5	279	1340	707	737
57.5	285	1365	722	751
58.5	289	1388	733	765
59.5	296	1421	746	779
60.5	300	1449	757	792
61.5	311	1465	771	806
62.5	323	1477	785	819
63.5	331	1485	797	832
64.5	342	1491	813	845
65.5	361	1498	826	857
66.5	367	1508	841	870
67.5	378	1517	856	883
68.5	387	1523	871	896
69.5	397	1530	882	909
70.5	404	1534	895	922
71.5	415	1543	909	935
72.5	422	1555	925	948
73.5	441	1568	938	961
74.5	455	1577	950	974
75.5	463	1588	966	987
76.5	470	1597	982	1000
77.5	475	1610	993	1013
78.5	483	1622	1008	1026
79.5	487	1650	1021	1039
80.5	491	1670	1034	1052
81.5	508	1680	1047	1065
82.5	523	1691	1059	1079
83.5	535	1703	1074	1092
84.5	554	1711	1090	1106
85.5	567	1722	1105	1120
86.5	579	1732	1118	1133
87.5	591	1735	1132	1147
88.5	597	1742	1152	1161
89.5	605	1756	1163	1174
90.5	612	1769	1178	1188
91.5	621	1777	1193	1202
92.5	630	1787	1209	1215
93.5	646	1797	1225	1229
94.5	657	1806	1244	1243
95.5	669	1810	1258	1256
96.5	679	1819	1271	1270
97.5	688	1842	1284	1284
98.5	701	1860	1299	1297
99.5	707	1881	1314	1311
100.5	715	1894	1331	1325
101.5	741	1907	1347	1339
102.5	780	1911	1361	1353
103.5	797	1916	1372	1367
104.5	814	1925	1386	1381
105.5	834	1931	1399	1395
106.5	853	1936	1413	1409
107.5	868	1946	1428	1423
108.5	880	1960	1445	1437
109.5	896	1971	1459	1451
110.5	916	1978	1473	1465
111.5	933	1983	1488	1479
112.5	949	1994	1503	1493
113.5	959	2006	1517	1507
114.5	969	2015	1532	1522
115.5	981	2029	1548	1536
116.5	994	2045	1566	1550
117.5	1002	2053	1578	1564
118.5	1006	2067	1593	1578
119.5	1015	2080	1606	1592
120.5	1027	2094	1620	1606
121.5	1048	2106	1633	1620
122.5	1080	2111	1648	1635
123.5	1110	2115	1664	1649
124.5	1143	2119	1677	1663
125.5	1174	2127	1690	1678
126.5	1202	2131	1706	1692
127.5	1229	2138	1719	1706
128.5	1244	2146	1730	1721
129.5	1257	2152	1744	1735
130.5	1280	2161	1758	1749
131.5	1298	2167	1771	1764
132.5	1314	2174	1785	1778
133.5	1331	2183	1801	1792
134.5	1348	2192	1818	1807
135.5	1366	2201	1832	1821
136.5	1383	2208	1848	1835
137.5	1397	2221	1863	1850
138.5	1411	2235	1878	1864
139.5	1424	2245	1894	1879
140.5	1437	2264	1910	1893
141.5	1468	2275	1925	1910
142.5	1517	2280	1941	1930
143.5	1574	2283	1958	1950
144.5	1620	2287	1974	1970
145.5	1665	2293	1989	1990
146.5	1712	2299	2004	2010
147.5	1752	2306	2021	2030
148.5	1792	2311	2038	2050
149.5	1834	2317	2056	2070
150.5	1871	2322	2076	2090
151.5	1907	2333	2095	2110
152.5	1927	2347	2115	2130
153.5	1950	2360	2135	2150
154.5	1973	2379	2154	2170
155.5	1992	2401	2176	2190
156.5	2005	2422	2197	2210
157.5	2017	2453	2220	2230
158.5	2032	2492	2242	2250
159.5	2040	2527	2266	2270
160.5	2052	2564	2288	2290
161.5	2081	2587	2310	2313
162.5	2124	2599	2336	2341
163.5	2160	2611	2359	2368
164.5	2194	2623	2383	2395
165.5	2210	2646	2409	2422
166.5	2223	2670	2435	2449
167.5	2242	2699	2463	2476
168.5	2260	2734	2489	2504
169.5	2274	2777	2519	2531
170.5	2289	2820	2544	2558
171.5	2302	2861	2571	2585
172.5	2318	2916	2598	2612
173.5	2331	2971	2624	2639
174.5	2346	3024	2651	2667
175.5	2366	3082	2676	2694
176.5	2381	3143	2704	2721
177.5	2395	3202	2730	2748
178.5	2404	3264	2755	2775
179.5	2415	3321	2777	2802
180.5	2421	3382	2803	2830
181.5	2438	3421	2825	2853
182.5	2453	3437	2843	2872
183.5	2461	3451	2867	2892
184.5	2469	3463	2889	2911
185.5	2474	3485	2908	2930
186.5	2484	3509	2929	2950
187.5	2495	3533	2950	2969
188.5	2504	3546	2970	2988
189.5	2507	3569	2990	3008
190.5	2514	3595	3012	3027
191.5	2520	3621	3033	3046
192.5	2528	3645	3055	3066
193.5	2535	3674	3074	3085
194.5	2542	3707	3096	3104
195.5	2549	3741	3114	3124
196.5	2553	3775	3133	3143
197.5	2559	3814	3150	3162
198.5	2567	3852	3167	3182
199.5	2570	3893	3185	3201
200.5	2576	3937	3203	3220
201.5	2590	3965	3222	3240
202.5	2612	3976	3244	3261
203.5	2636	3984	3264	3282
204.5	2660	3997	3287	3302
205.5	2677	4012	3312	3323
206.5	2702	4022	3337	3344
207.5	2720	4034	3361	3365
208.5	2731	4052	3384	3385
209.5	2751	4076	3410	3406
210.5	2770	4092	3437	3427
211.5	2788	4105	3457	3447
212.5	2804	4131	3480	3468
