depth	min	max	median	mean
21.5	8	456	200	216
22.5	16	470	216	230
23.5	22	487	231	243
24.5	27	506	248	257
25.5	31	526	268	271
26.5	36	548	283	284
27.5	40	570	298	298
28.5	44	605	311	312
29.5	49	641	322	325
30.5	53	675	332	339
31.5	65	702	345	353
32.5	79	717	360	368
33.5	89	733	374	383
34.5	98	752	390	398
35.5	107	771	406	413
36.5	116	795	423	428
37.5	126	818	438	443
38.5	135	846	454	458
39.5	143	868	468	472
40.5	153	897	479	487
41.5	163	916	496	502
42.5	175	931	510	517
43.5	186	940	524	531
44.5	195	954	539	546
45.5	202	966	553	560
46.5	214	980	568	575
47.5	223	1010	582	589
48.5	231	1036	595	604
49.5	239	1062	609	619
50.5	247	1080	624	633
51.5	258	1097	638	648
52.5	274	1109	652	663
53.5	290	1126	667	677
54.5	310	1144	683	692
55.5	322	1161	700	707
56.5	339	1171	716	722
57.5	349	1184	731	736
58.5	361	1202	745	751
59.5	371	1216	760	766
60.5	381	1236	773	781
61.5	390	1247	787	795
62.5	409	1260	803	809
63.5	417	1274	816	823
64.5	429	1286	830	838
65.5	439	1300	846	852
66.5	449	1315	861	866
67.5	461	1333	876	880
68.5	469	1343	891	894
69.5	479	1357	907	908
70.5	488	1372	924	922
71.5	504	1383	939	937
72.5	520	1397	956	952
73.5	536	1411	971	967
74.5	553	1427	986	983
75.5	566	1442	1000	998
76.5	578	1457	1014	1013
77.5	587	1472	1028	1028
78.5	606	1489	1043	1043
79.5	617	1507	1056	1058
80.5	630	1531	1071	1073
81.5	645	1551	1086	1089
82.5	659	1559	1099	1104
83.5	670	1567	1116	1119
84.5	679	1580	1130	1134
85.5	698	1591	1144	1149
86.5	715	1608	1158	1164
87.5	722	1621	1175	1179
88.5	741	1638	1190	1194
89.5	749	1657	1205	1209
90.5	761	1675	1218	1224
91.5	772	1691	1232	1238
92.5	791	1702	1246	1252
93.5	812	1716	1260	1266
94.5	830	1728	1275	1280
95.5	841	1740	1290	1294
96.5	854	1750	1305	1308
97.5	866	1760	1323	1322
98.5	879	1776	1338	1336
99.5	889	1788	1353	1350
100.5	897	1802	1368	1364
101.5	914	1815	1381	1379
102.5	940	1824	1397	1394
103.5	959	1835	1415	1409
104.5	981	1844	1429	1424
105.5	1000	1856	1443	1439
106.5	1017	1870	1459	1454
107.5	1034	1887	1473	1469
108.5	1047	1906	1488	1485
109.5	1061	1921	1504	1500
110.5	1074	1943	1518	1515
111.5	1087	1960	1534	1530
112.5	1105	1971	1548	1544
113.5	1123	1978	1562	1559
114.5	1140	1992	1577	1574
115.5	1155	2003	1592	1588
116.5	1170	2012	1607	1603
117.5	1180	2019	1624	1618
118.5	1189	2033	1639	1633
119.5	1198	2044	1653	1647
120.5	1212	2060	1668	1662
121.5	1230	2069	1680	1676
122.5	1252	2078	1695	1691
123.5	1267	2088	1710	1705
124.5	1288	2098	1725	1719
125.5	1308	2107	1739	1733
126.5	1320	2119	1754	1747
127.5	1338	2129	1768	1762
128.5	1353	2139	1785	1776
129.5	1366	2153	1799	1790
130.5	1374	2170	1814	1804
131.5	1398	2186	1827	1819
132.5	1426	2192	1839	1834
133.5	1459	2197	1852	1848
134.5	1485	2206	1865	1863
135.5	1507	2213	1878	1878
136.5	1533	2221	1894	1893
137.5	1555	2230	1910	1907
138.5	1575	2239	1923	1922
139.5	1594	2249	1938	1937
140.5	1607	2262	1955	1952
141.5	1635	2271	1969	1966
142.5	1673	2275	1981	1981
143.5	1703	2279	1994	1995
144.5	1727	2284	2005	2010
145.5	1754	2288	2016	2024
146.5	1780	2296	2029	2039
147.5	1800	2301	2042	2053
148.5	1826	2308	2055	2068
149.5	1847	2316	2068	2082
150.5	1865	2328	2082	2097
151.5	1893	2340	2100	2115
152.5	1927	2352	2121	2138
153.5	1961	2362	2145	2161
154.5	1986	2381	2171	2184
155.5	2008	2406	2196	2207
156.5	2028	2435	2221	2230
157.5	2046	2464	2248	2253
158.5	2060	2502	2276	2276
159.5	2070	2537	2302	2299
160.5	2080	2580	2326	2322
161.5	2111	2606	2348	2346
162.5	2155	2617	2368	2372
163.5	2188	2635	2390	2397
164.5	2220	2651	2413	2423
165.5	2250	2669	2435	2448
166.5	2271	2687	2458	2474
167.5	2281	2717	2482	2499
168.5	2295	2754	2507	2525
169.5	2320	2802	2533	2550
170.5	2338	2850	2559	2576
171.5	2359	2885	2580	2599
