,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1917,7.3,4.8,26.2,39.3,49.6,59.6,69.1,63.2,56.0,36.5,34.4,9.7,38.0,,38.4,64.0,42.3,8.5
1918,1.8,13.9,34.0,39.7,57.4,63.2,66.9,68.0,51.8,48.1,35.3,26.1,42.2,,43.7,66.0,45.1,21.4
1919,19.8,18.3,29.4,42.9,53.4,68.7,70.8,65.1,60.1,44.6,27.5,8.0,42.4,,41.9,68.2,44.1,9.0
1920,5.1,13.8,28.9,36.7,53.7,65.4,66.0,64.7,61.3,53.2,30.2,21.9,41.7,,39.8,65.4,48.2,21.3
1921,20.2,21.7,32.6,48.0,57.5,69.6,75.0,66.7,61.8,47.7,26.8,19.0,45.6,,46.0,70.4,45.4,14.3
1922,10.6,13.4,29.2,42.3,60.5,65.5,66.4,67.5,60.9,48.9,37.0,16.4,43.2,,44.0,66.5,48.9,13.5
1923,15.7,8.4,20.0,39.7,54.4,68.2,70.7,64.0,58.5,44.6,35.2,28.1,42.3,,38.0,67.6,46.1,16.9
1924,4.2,18.5,26.2,40.9,47.6,60.6,65.4,64.1,53.6,52.1,31.5,9.0,39.5,,38.2,63.4,45.7,13.7
1925,12.8,19.3,30.8,48.1,50.9,65.0,67.4,67.4,61.5,36.5,29.8,14.1,42.0,,43.3,66.6,42.6,15.7
1926,13.7,19.4,21.4,38.8,56.3,59.7,68.0,66.0,55.5,43.8,26.0,13.6,40.2,,38.8,64.6,41.8,15.1
1927,10.3,21.5,33.7,42.4,51.4,61.0,66.2,61.5,60.7,48.6,30.6,10.9,41.6,,42.5,62.9,46.6,14.7
1928,15.0,18.1,27.8,36.9,56.2,59.3,68.5,66.6,54.5,47.8,33.8,22.5,42.3,,40.3,64.8,45.4,10.3
1929,0.9,7.5,31.0,44.4,51.1,61.7,69.1,65.3,57.3,45.9,27.5,17.6,39.9,,42.2,65.4,43.6,15.6
1930,6.1,23.2,28.6,44.3,55.6,65.2,69.9,68.6,59.2,45.0,34.9,20.0,43.4,,42.8,67.9,46.4,22.9
1931,21.4,27.2,28.8,45.0,52.8,68.4,72.4,66.2,64.4,51.1,38.8,27.8,47.0,,42.2,69.0,51.4,22.4
1932,20.4,18.9,20.5,41.3,55.3,67.1,70.0,68.0,56.8,43.9,27.7,16.2,42.2,,39.0,68.4,42.8,16.9
1933,22.4,12.2,27.0,40.9,55.8,72.0,71.4,65.8,62.9,43.6,28.2,15.9,43.2,,41.2,69.7,44.9,16.5
1934,20.6,13.0,24.8,41.3,61.8,68.6,70.7,64.6,56.3,49.0,35.8,14.3,43.4,,42.6,68.0,47.0,14.5
1935,9.7,19.6,30.5,40.7,50.2,60.1,73.6,67.4,57.5,46.0,28.4,16.9,41.7,,40.5,67.0,44.0,8.0
1936,6.6,0.4,29.0,36.8,59.6,62.2,74.4,69.5,61.4,43.2,28.2,21.3,41.1,,41.8,68.7,44.3,14.7
1937,8.8,14.1,24.3,40.4,55.9,63.4,71.2,72.1,59.0,43.0,29.0,15.3,41.4,,40.2,68.9,43.7,16.2
1938,12.2,21.1,34.7,44.0,54.1,63.4,68.8,69.4,58.0,51.2,32.1,18.6,44.0,,44.3,67.2,47.1,16.5
1939,19.1,11.8,27.0,39.5,58.9,65.5,70.4,67.1,60.9,46.3,33.4,26.6,43.9,,41.8,67.7,46.9,17.5
1940,6.9,19.0,21.9,39.8,51.8,63.9,70.0,65.5,59.8,49.3,28.6,20.5,41.4,,37.8,66.5,45.9,17.4
1941,16.4,15.4,23.8,48.7,59.3,65.6,70.1,67.3,60.6,47.8,34.7,25.8,44.6,,43.9,67.7,47.7,19.6
1942,16.2,16.8,32.2,48.8,53.3,63.8,67.8,66.2,55.6,47.1,31.4,14.0,42.8,,44.8,65.9,44.7,13.2
1943,9.2,16.5,21.4,40.5,53.0,67.0,70.8,68.0,54.2,46.5,27.5,20.4,41.3,,38.3,68.6,42.7,21.0
1944,23.3,19.4,24.4,39.2,58.8,66.4,67.8,68.3,59.0,47.0,36.6,15.8,43.8,,40.8,67.5,47.5,14.1
1945,10.1,16.5,38.2,42.7,49.6,59.1,66.1,66.4,57.1,44.7,30.6,13.2,41.2,,43.5,63.9,44.1,15.0
1946,15.7,16.0,38.7,46.0,52.4,63.0,68.8,64.4,57.4,50.0,32.6,20.1,43.8,,45.7,65.4,46.7,17.1
1947,17.9,13.2,25.8,39.7,49.3,60.8,68.1,73.4,59.8,55.9,26.2,18.1,42.4,,38.3,67.4,47.3,13.3
1948,7.5,14.2,26.1,46.9,53.3,63.4,69.8,68.3,62.2,46.3,34.9,18.7,42.6,,42.1,67.2,47.8,16.6
1949,16.0,15.2,27.5,43.7,56.7,68.0,71.3,68.4,54.5,50.0,32.8,19.5,43.6,,42.6,69.2,45.8,15.4
1950,11.4,15.3,22.2,34.7,53.1,63.7,65.4,61.9,57.2,50.8,26.8,11.2,39.5,,36.7,63.7,44.9,12.2
1951,9.5,16.0,23.2,40.3,58.0,60.7,67.2,63.0,54.5,46.4,23.3,16.0,39.8,,40.5,63.6,41.4,17.2
1952,14.0,21.6,24.8,45.8,53.9,65.9,69.9,65.0,58.5,41.0,33.5,22.8,43.1,,41.5,66.9,44.3,19.2
1953,17.5,17.4,29.2,39.0,54.6,66.1,68.4,68.1,58.4,52.4,36.4,21.5,44.1,,40.9,67.5,49.1,20.5
1954,12.2,27.7,26.0,44.4,49.1,66.6,68.8,65.0,57.5,45.6,34.4,20.7,43.2,,39.8,66.8,45.8,16.2
1955,12.9,15.0,24.7,49.4,57.9,63.5,73.8,71.1,59.0,48.1,26.4,13.1,42.9,,44.0,69.5,44.5,14.4
1956,14.8,15.2,23.8,39.4,53.5,67.1,65.3,66.1,55.2,52.6,31.4,20.8,42.1,,38.9,66.2,46.4,15.8
1957,7.2,19.3,28.2,43.8,53.2,63.9,70.4,66.1,56.0,45.0,31.1,21.7,42.2,,41.7,66.8,44.0,17.3
1958,17.6,12.7,29.6,44.0,54.7,59.3,66.3,66.7,58.9,49.3,33.5,11.6,42.0,,42.8,64.1,47.2,10.1
1959,6.5,12.2,26.6,42.9,58.6,65.7,68.0,70.5,59.6,42.8,23.0,26.5,41.9,,42.7,68.1,41.8,20.3
1960,16.6,17.8,18.5,44.4,53.4,61.4,67.0,67.9,59.8,46.8,34.4,16.6,42.1,,38.8,65.4,47.0,17.9
1961,13.0,24.0,31.5,38.9,52.0,64.5,68.0,67.9,58.7,48.5,31.7,16.1,42.9,,40.8,66.8,46.3,12.7
1962,8.7,13.3,27.1,41.6,58.9,63.3,65.3,66.2,55.0,49.1,33.4,17.6,41.6,,42.5,64.9,45.8,10.3
1963,3.1,10.1,30.4,45.3,52.8,66.2,69.8,64.8,58.6,56.2,37.0,10.3,42.1,,42.8,66.9,50.6,16.9
1964,19.7,20.6,26.4,43.9,59.4,64.7,71.0,64.2,56.8,45.2,35.0,14.3,43.4,,43.2,66.6,45.7,12.4
1965,10.4,12.6,20.8,40.0,58.1,62.6,66.4,64.6,54.0,47.5,32.3,25.7,41.3,,39.6,64.5,44.6,16.0
1966,5.3,16.9,32.2,39.8,50.0,65.3,71.2,64.5,56.9,46.0,31.4,18.2,41.5,,40.7,67.0,44.8,14.7
1967,16.1,9.8,28.4,42.9,49.2,64.3,66.1,62.6,56.7,45.2,28.9,20.5,40.9,,40.2,64.3,43.6,16.1
1968,13.7,14.2,36.0,45.2,51.8,63.6,67.6,66.7,58.4,48.9,32.3,17.7,43.0,,44.3,66.0,46.5,15.7
1969,11.0,18.5,23.7,44.9,55.5,57.4,67.8,69.0,58.1,44.0,30.8,19.6,41.7,,41.4,64.7,44.3,13.5
1970,6.2,14.8,25.1,43.9,55.2,65.8,70.4,67.3,58.4,48.6,31.3,18.1,42.1,,41.4,67.8,46.1,13.2
1971,6.2,15.3,24.6,42.4,51.6,67.8,65.4,64.2,60.2,53.3,32.7,20.5,42.0,,39.5,65.8,48.7,13.2
1972,7.4,11.8,23.9,38.4,58.1,62.2,66.6,66.3,56.8,43.0,31.1,13.8,40.0,,40.1,65.0,43.6,17.0
1973,17.4,19.8,37.6,41.6,51.0,65.8,69.5,68.8,57.9,52.3,32.6,17.5,44.3,,43.4,68.0,47.6,15.5
1974,13.5,15.4,28.4,44.3,51.3,61.0,70.7,64.8,53.2,46.5,33.9,23.2,42.2,,41.3,65.5,44.5,18.5
1975,15.6,16.8,22.8,36.8,58.4,64.4,70.2,67.0,53.9,49.3,37.0,19.2,42.6,,39.3,67.2,46.7,17.8
1976,10.0,24.1,29.7,46.0,52.7,66.6,70.0,66.4,56.6,41.4,24.7,8.4,41.4,,42.8,67.7,40.9,9.2
1977,0.6,18.7,35.8,48.9,63.0,63.1,71.0,62.8,58.1,45.8,31.6,15.8,42.9,,49.2,65.6,45.2,11.1
1978,7.7,9.9,26.0,41.4,56.5,63.5,66.9,67.0,61.8,45.9,30.8,14.4,41.0,,41.3,65.8,46.2,8.4
1979,2.5,8.3,27.7,39.6,51.8,63.0,68.2,64.7,59.3,44.4,31.2,24.2,40.4,,39.7,65.3,45.0,17.3
1980,13.6,14.1,24.8,44.7,57.5,63.1,70.3,67.4,57.2,42.2,33.3,17.6,42.2,,42.3,66.9,44.2,18.0
1981,15.1,21.3,33.0,45.6,53.2,64.4,68.2,66.7,56.2,43.6,35.7,18.6,43.5,,43.9,66.4,45.2,12.2
1982,3.3,14.6,26.9,39.0,59.2,58.8,69.6,64.7,56.7,47.9,31.1,25.4,41.4,,41.7,64.4,45.2,23.1
1983,18.7,25.2,31.5,39.5,49.9,64.5,72.8,71.0,59.1,47.0,34.2,6.9,43.4,,40.3,69.4,46.8,15.1
1984,11.2,27.2,23.7,44.5,51.9,65.8,67.6,69.2,55.9,49.5,32.2,20.2,43.2,,40.0,67.5,45.9,15.0
1985,10.2,14.6,34.1,47.9,58.6,61.2,67.9,64.1,58.0,46.2,26.6,7.5,41.4,,46.9,64.4,43.6,12.6
1986,14.7,15.7,32.1,47.8,57.2,63.9,70.1,63.2,58.1,46.6,28.0,22.1,43.3,,45.7,65.7,44.2,22.9
1987,19.4,27.1,35.1,48.5,58.4,68.0,71.8,66.2,59.2,41.2,36.1,24.8,46.3,,47.3,68.7,45.5,15.7
1988,9.8,12.6,30.5,44.0,59.5,68.2,72.4,70.9,59.3,41.2,33.9,18.8,43.4,,44.7,70.5,44.8,16.6
1989,21.1,10.0,25.0,41.3,54.2,62.7,70.3,66.9,57.3,47.8,28.2,8.5,41.1,,40.2,66.6,44.4,17.7
1990,24.1,20.4,33.3,45.5,51.8,64.9,67.8,66.7,60.3,45.1,36.9,17.7,44.5,,43.5,66.5,47.4,16.8
1991,10.6,22.1,32.0,46.7,59.6,68.2,68.4,68.1,56.4,45.4,26.3,20.8,43.7,,46.1,68.2,42.7,22.2
1992,20.3,25.4,30.1,40.4,56.2,61.6,63.3,62.7,56.4,45.2,30.5,20.7,42.7,,42.2,62.5,44.0,17.5
1993,15.1,16.8,28.4,39.8,54.8,61.5,67.9,67.9,52.5,44.1,30.2,21.6,41.7,,41.0,65.8,42.3,12.4
1994,3.9,11.7,31.6,43.3,55.4,66.5,67.0,64.0,61.1,49.4,36.5,25.3,43.0,,43.4,65.8,49.0,20.0
1995,16.8,17.8,32.3,38.4,53.8,68.5,70.0,71.8,56.4,47.3,24.4,16.2,42.8,,41.5,70.1,42.7,14.0
1996,10.1,15.8,23.1,38.8,51.5,64.4,65.7,67.1,58.8,46.7,25.8,17.9,40.5,,37.8,65.7,43.8,16.7
1997,11.6,20.7,28.9,41.1,49.3,66.0,67.7,63.6,59.4,47.5,29.7,26.2,42.6,,39.8,65.8,45.5,26.0
1998,20.3,31.6,31.3,47.0,60.9,63.5,69.4,68.9,63.1,49.0,37.2,25.4,47.3,,46.4,67.3,49.8,21.3
1999,12.0,26.6,31.8,46.6,58.0,65.4,72.4,65.9,57.8,45.7,39.6,22.7,45.4,,45.5,67.9,47.7,21.0
2000,15.1,25.3,38.4,42.9,57.1,62.8,67.6,67.6,58.1,50.5,32.4,8.6,43.9,,46.1,66.0,47.0,14.2
2001,19.1,14.8,28.0,46.8,57.0,64.4,70.0,69.7,57.3,46.1,43.2,27.5,45.3,,43.9,68.0,48.9,26.1
2002,24.0,26.7,24.8,42.9,50.8,66.4,72.7,67.4,61.6,42.1,31.4,24.2,44.6,,39.5,68.8,45.0,17.2
2003,13.7,13.7,29.1,42.6,53.8,63.1,68.4,70.1,59.4,46.8,32.9,24.8,43.2,,41.8,67.2,46.4,18.8
2004,10.7,20.8,33.6,44.6,53.1,62.0,66.8,62.2,63.1,48.2,36.7,20.4,43.5,,43.8,63.7,49.3,19.8
2005,14.2,24.8,27.4,47.7,52.7,69.4,70.7,68.2,63.3,49.6,34.5,18.3,45.1,,42.6,69.4,49.1,21.5
2006,27.7,18.4,31.6,49.0,56.5,65.1,72.8,68.0,56.4,42.8,36.4,27.2,46.0,,45.7,68.6,45.2,19.7
2007,20.3,11.7,34.6,42.8,59.1,66.9,69.5,68.4,61.1,52.6,32.8,17.1,44.7,,45.5,68.3,48.8,15.0
2008,14.7,13.2,25.4,42.9,52.0,64.4,69.0,66.5,60.5,46.7,33.3,12.7,41.8,,40.1,66.6,46.8,13.1
2009,6.1,20.4,30.1,43.0,55.1,63.6,63.7,64.8,61.4,42.2,40.0,18.2,42.4,,42.7,64.0,47.9,17.8
2010,15.1,20.0,37.4,50.0,57.6,65.1,71.4,70.8,56.9,49.5,34.9,16.9,45.5,,48.3,69.1,47.1,15.9
2011,12.2,18.5,28.0,41.7,54.0,64.3,73.2,68.2,57.3,49.8,36.7,25.7,44.1,,41.2,68.6,47.9,24.4
2012,20.8,26.6,45.6,45.1,59.6,67.1,74.8,67.1,57.7,44.8,34.4,25.1,47.4,,50.1,69.7,45.6,19.6
2013,16.8,17.0,23.9,37.8,55.2,63.9,68.9,67.6,60.8,46.7,30.8,11.9,41.8,,39.0,66.8,46.1,8.4
2014,6.0,7.3,21.4,39.7,55.3,66.4,65.9,67.1,58.2,46.0,25.3,24.1,40.2,,38.8,66.5,43.2,23.8
2015,15.3,7.6,30.7,45.0,56.6,63.8,68.4,66.1,64.7,48.4,39.4,31.8,44.8,,44.1,66.1,50.8,26.4
2016,16.2,22.6,36.8,42.9,56.1,65.8,69.9,69.5,62.6,50.4,41.6,19.9,46.2,,45.3,68.4,51.5,22.4
2017,19.5,27.8,30.2,46.4,53.3,65.5,68.8,64.2,62.2,50.0,31.4,17.3,44.7,,43.3,66.2,47.9,16.2
2018,15.2,16.1,29.7,33.5,61.8,66.4,--,--,--,--,--,--,--,,41.7,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,13.0,16.5,28.4,42.9,54.9,64.3,69.0,66.6,58.4,46.9,32.0,18.6,42.6,,42.1,66.6,45.7,16.1
MEDIAN,13.6,16.2,28.3,42.9,54.9,64.4,68.8,66.7,58.1,46.7,32.1,18.6,42.4,,41.9,66.8,45.8,16.1
STD,5.72,5.70,4.94,3.52,3.33,2.66,2.40,2.44,2.64,3.44,4.02,5.19,1.67,,2.57,1.79,2.17,4.00
MAX,27.7,31.6,45.6,51.4,63.0,72.0,75.0,73.4,64.7,56.2,43.2,31.8,47.4,,50.1,70.5,51.5,26.4
MIN,-5.1,0.4,17.4,33.5,46.7,57.4,63.3,61.0,51.8,36.5,23.0,6.9,38.0,,36.7,61.5,40.2,6.8
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,12.4,16.4,28.3,42.6,54.6,64.1,68.9,66.4,58.0,46.8,31.6,18.1,42.4,,41.9,66.5,45.5,15.7
MEDIAN,12.9,15.9,28.3,42.6,54.5,63.9,68.7,66.5,58.0,46.6,31.7,18.4,42.2,,41.8,66.6,45.5,15.7
STD,5.69,5.54,4.67,3.47,3.41,2.81,2.36,2.42,2.45,3.37,3.70,5.10,1.54,,2.47,1.80,2.00,3.71
MAX,24.1,31.6,40.7,51.4,63.0,72.0,75.0,73.4,64.4,56.2,39.6,28.1,47.3,,49.2,70.5,51.4,26.0
MIN,-5.1,0.4,18.5,34.7,46.7,57.4,63.3,61.0,51.8,36.5,23.0,6.9,38.0,,36.7,61.5,40.9,6.8
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,12.3,17.7,28.6,43.1,55.0,64.2,68.7,66.5,57.7,46.8,31.7,18.4,42.6,,42.2,66.5,45.4,16.2
MEDIAN,12.6,16.8,28.4,43.6,54.8,64.4,68.3,66.6,58.1,46.6,32.0,18.7,42.4,,41.6,66.5,45.2,16.2
STD,5.35,5.48,4.40,3.15,3.42,2.45,2.18,2.31,2.09,3.23,3.81,5.12,1.45,,2.49,1.62,2.07,3.68
MAX,24.1,31.6,38.4,49.4,63.0,68.5,73.8,71.8,63.1,56.2,39.6,26.5,47.3,,49.2,70.5,50.6,26.0
MIN,0.6,8.3,18.5,36.8,49.1,57.4,63.3,62.6,52.5,41.0,23.0,6.9,39.8,,37.8,62.5,40.9,8.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,15.0,19.6,30.5,44.0,55.3,64.7,69.1,67.1,58.7,46.5,33.1,19.4,43.6,,43.3,67.0,46.1,17.9
MEDIAN,14.9,20.2,31.4,43.7,55.3,64.5,69.2,67.3,58.5,46.7,33.1,20.3,43.4,,43.5,66.9,45.7,17.4
STD,5.7,5.6,3.8,3.3,3.2,2.4,2.4,2.6,2.5,2.8,4.4,5.8,1.6,,2.7,2.0,2.1,3.8
MAX,27.7,31.6,38.4,50.0,60.9,69.4,72.8,71.8,63.3,52.6,43.2,27.5,47.3,,48.3,70.5,49.8,26.1
MIN,3.3,10.0,23.1,38.4,49.3,58.8,63.3,62.2,52.5,41.2,24.4,6.9,40.5,,37.8,62.5,42.3,12.2
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,12.6,18.6,29.8,43.1,55.4,64.4,68.9,66.6,57.8,46.4,31.8,18.4,42.8,,42.8,66.6,45.3,16.6
MEDIAN,12.8,17.3,30.3,43.1,55.8,64.4,68.9,66.7,58.0,46.4,31.9,19.0,42.8,,42.3,66.2,45.2,16.8
STD,5.8,5.9,4.3,3.4,3.6,2.4,2.2,2.4,2.3,3.0,3.9,5.7,1.7,,2.8,1.7,2.0,4.1
MAX,24.1,31.6,38.4,48.9,63.0,68.5,72.8,71.8,63.1,53.3,39.6,26.2,47.3,,49.2,70.5,49.8,26.0
MIN,0.6,8.3,22.8,36.8,49.3,58.8,63.3,62.7,52.5,41.2,24.4,6.9,40.0,,37.8,62.5,40.9,8.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,11.6,16.6,28.9,43.1,55.0,64.0,69.0,66.2,57.6,46.6,32.2,17.4,42.4,,42.3,66.4,45.5,15.2
MEDIAN,11.1,15.4,28.4,43.9,54.7,64.4,69.6,66.4,58.0,46.4,32.3,17.9,42.1,,41.6,66.5,45.2,15.6
STD,5.8,5.2,4.4,3.2,3.6,2.4,2.0,2.1,1.9,3.4,2.9,5.1,1.3,,2.5,1.5,1.7,3.3
MAX,24.1,27.2,37.6,48.9,63.0,68.2,72.8,71.0,61.8,56.2,37.0,25.7,46.3,,49.2,70.5,50.6,23.1
MIN,0.6,8.3,20.8,36.8,49.2,57.4,65.3,62.6,53.2,41.2,24.7,6.9,40.0,,39.3,64.3,40.9,8.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,11.0,16.1,27.3,42.8,54.7,63.9,68.6,66.2,57.5,47.1,31.7,18.1,42.1,,41.6,66.3,45.4,15.2
MEDIAN,11.6,15.4,26.5,43.4,54.3,64.1,68.3,66.3,58.0,46.5,32.0,17.9,42.1,,41.4,66.4,45.4,15.9
STD,4.9,4.5,4.3,3.0,3.4,2.3,2.1,2.1,2.0,3.6,3.5,4.3,1.1,,2.1,1.3,2.1,3.2
MAX,19.7,27.7,37.6,49.4,63.0,67.8,73.8,71.1,61.8,56.2,37.0,26.5,44.3,,49.2,69.5,50.6,20.5
MIN,0.6,8.3,18.5,36.8,49.1,57.4,65.3,62.6,53.2,41.0,23.0,8.4,39.8,,38.8,63.6,40.9,8.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,12.7,16.3,27.2,43.0,54.3,64.0,68.5,66.7,57.6,47.8,31.5,18.2,42.3,,41.5,66.4,45.6,15.6
MEDIAN,13.0,15.7,26.3,43.8,53.5,64.1,68.1,66.6,57.8,47.3,32.0,18.2,42.1,,41.5,66.8,45.8,15.8
STD,4.7,3.8,4.8,3.3,3.2,2.5,2.1,2.5,2.0,3.4,3.6,4.1,1.2,,2.1,1.6,2.0,2.8
MAX,23.3,27.7,38.7,49.4,59.4,68.0,73.8,73.4,62.2,56.2,37.0,26.5,44.6,,45.7,69.5,50.6,21.0
MIN,3.1,9.8,18.5,34.7,49.1,57.4,65.3,61.9,54.0,41.0,23.0,10.3,39.5,,36.7,63.6,41.4,10.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,14.0,16.4,26.8,42.5,54.7,64.5,69.5,67.3,58.4,47.4,31.1,18.7,42.6,,41.3,67.1,45.6,16.2
MEDIAN,14.4,16.0,26.1,42.0,54.0,63.9,69.9,67.2,58.5,46.9,31.4,18.7,42.5,,41.6,67.3,45.8,16.5
STD,5.0,4.8,4.6,3.5,3.2,3.0,2.3,2.5,2.5,3.4,3.9,4.4,1.5,,2.2,1.7,2.2,3.1
MAX,23.3,27.7,38.7,49.4,61.8,72.0,74.4,73.4,64.4,55.9,38.8,27.8,47.0,,45.7,69.7,51.4,22.4
MIN,6.5,0.4,18.5,34.7,49.1,59.1,65.3,61.9,54.2,41.0,23.0,11.2,39.5,,36.7,63.6,41.4,8.0
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,13.4,16.2,27.7,42.2,54.6,64.4,69.5,66.9,58.6,47.1,31.2,18.0,42.5,,41.5,66.9,45.7,15.7
MEDIAN,13.3,16.5,27.3,41.3,54.3,63.9,69.9,66.9,58.8,47.1,31.0,17.9,42.3,,42.0,67.3,45.8,15.5
STD,5.7,5.1,4.8,3.6,3.5,3.3,2.4,2.5,2.8,3.6,3.6,4.8,1.7,,2.5,1.9,2.0,3.1
MAX,23.3,27.2,38.7,48.8,61.8,72.0,75.0,73.4,64.4,55.9,38.8,28.1,47.0,,46.0,70.4,51.4,22.9
MIN,0.9,0.4,20.0,34.7,47.6,59.1,65.4,61.5,53.6,36.5,26.0,9.0,39.5,,36.7,62.9,41.8,8.0
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,11.9,15.4,27.3,42.0,54.7,64.2,69.6,66.1,58.5,46.4,31.4,18.3,42.1,,41.3,66.6,45.4,15.2
MEDIAN,12.3,16.1,27.4,41.3,54.8,63.7,69.5,66.1,58.4,46.2,31.1,18.1,42.2,,41.7,67.1,45.6,15.5
STD,6.8,6.2,4.1,3.3,3.5,3.6,2.7,2.4,2.8,3.9,3.7,5.7,1.7,,2.1,2.1,2.2,3.9
MAX,22.4,27.2,34.7,51.4,61.8,72.0,75.0,72.1,64.4,53.2,38.8,28.1,47.0,,46.0,70.4,51.4,22.9
MIN,-5.1,0.4,20.0,36.7,47.6,59.1,64.4,61.0,51.8,36.5,24.1,8.0,38.0,,37.8,61.5,41.8,8.0
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,11.2,14.6,28.4,42.3,53.9,63.5,68.6,65.6,58.1,46.2,31.7,17.4,41.8,,41.5,65.9,45.3,14.7
